edit_history_tweet_ids,id,created_at,author_id,text
['1875381195351191587'],1875381195351191587,2025-01-04T03:18:14.000Z,1389369926259990534,@EnmanuelRM_ @SuperdeBancosRD Pero realmente el papá de las pyme es @BancoBHD
['1875373933522018433'],1875373933522018433,2025-01-04T02:49:23.000Z,1459999153422053381,"@Sinfiltros_tv Hasta el dueño de pyme más pequeña sabe perfectamente cuáles son las causales de despido y su alcance.
La única explicación posible es que en Mega querían hacerle un buen regalo a A-S"
['1875367464063901881'],1875367464063901881,2025-01-04T02:23:40.000Z,3090258327,"@gus_bs Sacando la casta/Rigi Massa,Vila Manzano , los Menem más todos los q sabemos etc, etc.
Ahora fuera de eso pyme, el campo y todas las economías regionales estan cuasi subsisten. 
Se termino el negocio del trabajo y emprender.
Veo un descalzado producción , precios e impuestos."
['1875366269022785894'],1875366269022785894,2025-01-04T02:18:55.000Z,366373550,@KichaChilena De seguro nos enteramos pronto que algún UDI o patriota del PR tiene alguna pyme de venta de computadores usados. Si ya todas las semanas sabemos de algún caso robo descarado de esos sinvergüenzas.
['1875355204725698644'],1875355204725698644,2025-01-04T01:34:57.000Z,1694500396318773248,"@PabloRossiLN José cree que todos los que producimos en argentina somos delincuentes, lamentablemente no es así , no tienen ni idea de lo que hablando , si cree que es tan fácil que intente llevar una pyme, no creo que pueda ."
['1875346956534607918'],1875346956534607918,2025-01-04T01:02:11.000Z,1397715506770161669,"@sanchezdiputado A ti lacra no te da vergüenza tener una pyme de cigarros, también terminarás como tú amigo
Ojeda."
['1875343595773042688'],1875343595773042688,2025-01-04T00:48:50.000Z,1338971175662268417,"@Cybertario Está gente es experta en aumentar el desempleo, en 2018 tuvimos una muestra! Y es con comentarios ignorantes como este es que las empresas que pueden se van a otra parte y el que no puede irse, xq es una Pyme,  reduce su personal o cierra!"
['1875339225018843224'],1875339225018843224,2025-01-04T00:31:28.000Z,1866098595608313856,"Esta medida genera una nueva capa de incertidumbre. Las oymes seguro tendrán que ajustar precios constantemente, y esto complica la relación con proveedores y clientes. La falta de previsibilidad impacta directamente en la planificación y el crecimiento del negocio. #pyme"
['1875338928921760182'],1875338928921760182,2025-01-04T00:30:17.000Z,976836928405430272,"A JUICIO.

Bloqueos: un dirigente cercano a Hugo Moyano y otros cinco sindicalistas irán a juicio por extorsión.

El gremialista Omar Pérez es uno de los acusados de bloquear un depósito de la pyme Andar Transportadora. Otros cuatro miembros de Camioneros fueron acusados de… https://t.co/jiDVVmgO3z https://t.co/B2LmSVWIzj"
['1875335580869091544'],1875335580869091544,2025-01-04T00:16:59.000Z,1685184133910126592,""" todos somos iguales, pero algunos somos más iguales que otros"", parece decir la sanshita del otrora partido PS, hoy reconvertido en pyme ideologica de los sociolistos

Si le abren las grandes alamedas al pueblo, de seguro está izmierda le coloca un peaje. https://t.co/u4UOXxc9WK"
['1875332166936346988'],1875332166936346988,2025-01-04T00:03:25.000Z,1525478371634909184,"@luflorescba Me gustaría aprovechar la encuesta para hacer un cometario utilizando una frase de un fallecido dueño de una PyME, dirigente empresario de la  Ciudad de Santa Fe ""A NUESTROS FUNCIONARIOS LES FALTA MAMELUCO"" le agregaría a los economistas estrellas y a nuestro presidente @JMilei"
['1875330148754715129'],1875330148754715129,2025-01-03T23:55:24.000Z,1516883780182683651,"@Qaz17825951 @scheik_elbeled @FonsiLoaiza Creo haberlo explicado,
Hay despido disciplinario,no remunerado en absoluto.
Despido improcedente,remunerado de ACUERDO A LA LEY.
La ley (no el juez),tiene claramente establecidas las cuantías,fechas y montos,da igual si es una pyme o una transnacional."
['1875329531193782358'],1875329531193782358,2025-01-03T23:52:56.000Z,1492195821844144134,"La PyME de Adorni agregó cuatro nuevos empleados millonarios a su equipo
 
Con estas nuevas designaciones, Adorni suma un total de 212 empleados en su equipo.

Recibirán sueldos entre dos millones y medio y tres millones de pesos.

 https://t.co/ecddw1B7ge a través de @INFOnews"
['1875326676017803676'],1875326676017803676,2025-01-03T23:41:36.000Z,2180140063,Parece que Adorni y su PyME están de joda...
['1875323526498152867'],1875323526498152867,2025-01-03T23:29:05.000Z,1708716945975939072,"Che @javierlanari  te felicito por la pyme con 60 personas a tu cargo?! 
Mucho laburo redactar un tuit!! 👏🏻👏🏻 https://t.co/GmLgmz3gd3 https://t.co/fC3NevXMmF"
['1875318527542096301'],1875318527542096301,2025-01-03T23:09:13.000Z,977678274674520065,"@viki06 @Yolanda_Diaz_ Jaja, q listura tenéis, no lo habíamos pensado antes los demas. Q pueriles sois...No claro, si una pyme con 10 trabajadores, q a penas subsiste, por la reducción tiene q contratar a otro u otros dos trabajadores para cubrir esas horas, esa empresa desaparece...Eso es trampear."
['1875318244489474375'],1875318244489474375,2025-01-03T23:08:05.000Z,312148739,"@ArrepentidosLLA Y cuál sería el problema ??
Renunciás y te ponés tu propio negocio o fábrica o pyme..."
['1875315221365215657'],1875315221365215657,2025-01-03T22:56:05.000Z,1641105554289356800,"Todos vendemos de alguna forma.

Contactenos y le asesoramos con gusto.

#ventas #marketing #pyme #pymesyemprendedores #costarica #centroamerica #pymes https://t.co/rseb6L4F9g"
['1875313331931902044'],1875313331931902044,2025-01-03T22:48:34.000Z,1345852899038003203,"@lvferrada @GabrielBoric @Minrel_Chile @mindefchile Winter pondrá una pyme 
Acepta sugerencias"
['1875312447868826054'],1875312447868826054,2025-01-03T22:45:03.000Z,1273984340364582912,Fuerte crítica desde el sector pyme al gobierno de Javier Milei: “No hay política industrial” https://t.co/PDU51lsP3C
['1875307402721161223'],1875307402721161223,2025-01-03T22:25:00.000Z,2898227991,@TisoElpe @MauroIcardi Pongamos una pyme
['1875305083912736940'],1875305083912736940,2025-01-03T22:15:48.000Z,275424816,"@moniseville Las pequeñas y medianas empresas (pyme) españolas registraron el segundo mayor crecimiento en el conjunto de países de la UE en 2023 con un 4,9%, el único país que supera el umbral del 4% j"
['1875302356122005565'],1875302356122005565,2025-01-03T22:04:57.000Z,1396963144501796872,"@Pela771Pablo @cla77762 @madorni Madorni tiene una PYME, 48.000 amigos y parientes.... pero ellos no son CASTA...."
['1875301151056478621'],1875301151056478621,2025-01-03T22:00:10.000Z,1709351015470776320,"Increíble oferta especial ya caduca pronto, se parte de la racha ganadora y crea tus hermosos ildes, #smallbisons #suscripcion #oferta #curso #ilde #ildeobatala #obatala #obbatala #orisha #ifa #osha #santeria #comohacerildes #programa #emprende #pyme https://t.co/oR0gFSRIcT"
['1875298814900437018'],1875298814900437018,2025-01-03T21:50:53.000Z,1845986637441810432,"@Greeduys @VillarruelGlam Los pobres ya no comen carne y no pueden pagar tarifas. La clase media quemó ahorros y fundió la pyme. El campo entra en default. Sumale que nadie invierte un dólar y se está negociando otro desembolso con el FMI.

La gente va a votar a los kukas aunque sea por venganza."
['1875296705299784185'],1875296705299784185,2025-01-03T21:42:30.000Z,1309552431689236480,"@Mega15_Ancap_CL @diputadonaranjo Se nota que éste parásito nunca ha tenido una pyme, y lo único que sabe hacer es ""estirar la poruña"" a fin de mes.."
['1875294839392366604'],1875294839392366604,2025-01-03T21:35:05.000Z,40527536,"@unatomomas_ @fedetbq @vmenditto 1)distingamos empresas como SODIMAC o FRÁVEGA, c estrategias y espalda p/ algún moco,d una Pyme.
Ahí empiezan las falacias 
2)si las viste,sabrás:cdo es estrategia,ponen 2, 3, 10 si querés,a ese $ y al agotarse, pausa,actualiza el $ y se sigue la venta c el hype.
Esto no fue así."
['1875294284800520365'],1875294284800520365,2025-01-03T21:32:53.000Z,106521486,"En junio empieza el juicio contra la mano derecha de Hugo Moyano por bloquear una PYME 
 https://t.co/q0PWYXBUpo"
['1875292443358458037'],1875292443358458037,2025-01-03T21:25:34.000Z,144040120,@TartuTV Arma una pyme y manejala como quieras
['1875292300705984754'],1875292300705984754,2025-01-03T21:25:00.000Z,3285680905,"Integrar la #IA en la estrategia de #mercadotecnia.
https://t.co/oD2NWkNNHH
#mkt #marketing #business #pyme #empresa #tactics https://t.co/XTAfPA6YxG"
['1875292185542979787'],1875292185542979787,2025-01-03T21:24:32.000Z,1374558300491165696,"@CalderonBassi En buena cuenta y ante los hechos,la casa de gobierno resultó ser la PYME INMOBILIARIA y SEXUAL de los progres  emprendedores‼️"
